"levee_id","tract_geoid","intersection_area","tract_area","weight_for_averages","weight_for_totals","has_intersection"
150005000042,"06097150612",5409.3934372174,180736772.94464,0.000497459661785956,2.99296781119043e-05,TRUE
150005000042,"06097150100",10868624.9308673,190146294.730159,0.999502540338214,0.0571592780510985,TRUE
150005000046,"06097150100",554881.029183718,190146294.730159,1,0.00291817955207154,TRUE
150005000051,"06055201500",656480.25607966,133740382.43948,1,0.00490861656072153,TRUE
150005000052,"06055201500",435777.884890411,133740382.43948,1,0.00325838671119106,TRUE
150005000053,"06097153005",122988.930052331,24757553.9918447,1,0.00496773348824544,TRUE
150005000055,"06097150612",20468.686285035,180736772.94464,1,0.000113251365239904,TRUE
150005000057,"06097154100",492421.063090022,579644840.095409,1,0.000849522033197036,TRUE
150005000058,"06097154100",87781.5029104626,579644840.095409,1,0.00015144015238023,TRUE
150005000059,"06055201200",3121729.66191319,59791310.7011664,0.962162726290632,0.0522104236435863,TRUE
150005000059,"06055201300",122762.747336756,3856662.57972496,0.0378372737093677,0.0318313424622984,TRUE
150005000076,"06015000202",4339568.75396251,2093504505.72324,1,0.00207287289905465,TRUE
150005000077,"06041126200",35057.0553878713,3850594.12598744,1,0.00910432370715813,TRUE
150005000080,"06097150100",192292.920513452,190146294.730159,1,0.00101128933796128,TRUE
150005000084,"06097154100",240187.480802618,579644840.095409,1,0.000414370083520598,TRUE
150005000087,"06097154100",96047.2091972881,579644840.095409,1,0.000165700102120255,TRUE
150005000089,"06097150100",667482.335768258,190146294.730159,1,0.00351036204368587,TRUE
150005000094,"06053011101",252875.071364563,487240941.799084,1,0.000518993889205717,TRUE
150005000096,"06085510801",55673.3074088316,2193996.22284475,1,0.0253752977462492,TRUE
150005000097,"06053010702",94458.934382964,144129878.200439,1,0.000655373719608654,TRUE
150005000100,"06015000203",15435.2379798059,403215913.125404,1,3.82803294149887e-05,TRUE
150005000103,"06049000200",9694292.15434716,2472702093.1432,1,0.00392052572011381,TRUE
150005000104,"06049000200",17017976.3620878,2472702093.1432,0.994304760015553,0.00688233993463211,TRUE
150005000104,"06093000100",97476.6121306879,903737075.778302,0.00569523998444678,0.000107859481195613,TRUE
150005000107,"06023000800",302619.346237153,24772067.7602942,1,0.0122161520453373,TRUE
150005000520,"06101051000",32536787.0893581,217542058.003707,0.790899846823435,0.149565501898505,TRUE
150005000520,"06101050601",7373185.81781256,16256353.5636119,0.179226409721813,0.453557176211807,TRUE
150005000520,"06101050603",953.066348884639,12559298.9880212,2.31670086931224e-05,7.58853141241125e-05,TRUE
150005000520,"06101050800",450154.309618165,289871041.79778,0.0109422904463841,0.0015529468098169,TRUE
150005000520,"06101050501",777866.980588084,8745287.36190157,0.0189082859996752,0.0889469892066468,TRUE
150005001131,"06047000901",37212453.3808858,769223877.483959,0.448782110630426,0.0483766228144183,TRUE
150005001131,"06047000303",2173671.94038888,113276811.129634,0.0262144790949721,0.019189028351984,TRUE
150005001131,"06047000401",43532628.567136,79527348.8526794,0.525003410274602,0.547391924855664,TRUE
150005001132,"06047002001",49509743.4007429,411981464.163654,1,0.120174686745314,TRUE
150005001133,"06047002001",98332.7882859266,411981464.163654,0.00278392467597404,0.000238682554530815,TRUE
150005001133,"06047000901",35223308.3231144,769223877.483959,0.997216075324026,0.0457907110714318,TRUE
150005001134,"06047000901",13120141.354855,769223877.483959,1,0.0170563365736506,TRUE
150005001135,"06047000901",1013072.75946586,769223877.483959,1,0.00131700638672255,TRUE
150005001136,"06047002001",298782.621940877,411981464.163654,0.00331189552244335,0.000725233166854782,TRUE
150005001136,"06047000901",67760240.6182548,769223877.483959,0.751097356484439,0.0880891020178554,TRUE
150005001136,"06047002401",22155966.9115618,231750257.091336,0.245590747993117,0.0956027716630745,TRUE
150005001138,"06047000901",18852373.2240595,769223877.483959,0.0652675215395922,0.0245083047678179,TRUE
150005001138,"06039001100",269995322.832905,1018686701.50473,0.934732478460408,0.265042551781707,TRUE
150005002132,"06019008301",3054916.70888506,35561281.2650468,0.0323935828748592,0.0859056985634468,TRUE
150005002132,"06019003900",62983198.9245972,458172851.463036,0.667858298117825,0.137466021226442,TRUE
150005002132,"06039001100",553.166952433492,1018686701.50473,5.86564585056313e-06,5.43019705289558e-07,TRUE
150005002132,"06019008304",13528.3110457201,1280324994.5247,0.00014345087175105,1.05663101974685e-05,TRUE
150005002132,"06019008200",28254033.8691003,820631916.028828,0.299598802489714,0.0344296064011575,TRUE
150005010189,"06029006600",17662356.9140742,644261174.565477,1,0.0274149019238767,TRUE
150005011023,"06095252102",212408.574487053,78321472.1516189,1,0.0027120094739264,TRUE
150005011709,"06095252102",130820.795968859,78321472.1516189,1,0.00167030563107406,TRUE
150005011767,"06095253502",129952.747720268,221444705.505886,1,0.000586840617495881,TRUE
150005011786,"06095252305",17026.6145904441,47841991.0705681,1,0.000355892683591063,TRUE
150005011886,"06077004001",580576.612388696,299566720.532604,1,0.00193805443861214,TRUE
150005011951,"06077004001",695785.04797343,299566720.532604,1,0.00232263799776017,TRUE
150005012143,"06103000100",525305.772530411,2998182199.62303,1,0.000175208088619984,TRUE
150005012205,"06021010502",2466181.11135097,533721962.926495,1,0.00462072255342173,TRUE
150005012235,"06115041001",265623.323833713,277395714.541102,1,0.000957561021709134,TRUE
150005012267,"06099004000",50373.9420777693,157600621.069406,1,0.000319630352570661,TRUE
150005012291,"06101051100",3710560.2329731,343741900.528897,1,0.010794611385065,TRUE
150005012306,"06101051100",22614.8129945971,343741900.528897,1,6.57900970460713e-05,TRUE
150005012353,"06101051100",1660165.24542429,343741900.528897,1,0.00482968542057249,TRUE
150005012376,"06101051100",394110.117657344,343741900.528897,1,0.00114652917509023,TRUE
150005012395,"06007001400",652128.384888858,324369711.37341,1,0.00201044783783198,TRUE
150005012417,"06101051100",580622.158658561,343741900.528897,1,0.00168912244263847,TRUE
150005012420,"06103000100",458547.651153615,2998182199.62303,1,0.000152941889659431,TRUE
150005012432,"06007001400",1965464.22432343,324369711.37341,1,0.00605933339460544,TRUE
150005012443,"06103000900",2214365.53623632,274312531.463301,1,0.00807241843609529,TRUE
150005012455,"06101051100",797159.321735437,343741900.528897,1,0.00231906357796036,TRUE
150005012457,"06101051100",242479.359928148,343741900.528897,1,0.000705411122574986,TRUE
150005012475,"06103001000",1281119.20666409,181579427.260062,1,0.00705542046252431,TRUE
150005012482,"06101051100",1335269.41876653,343741900.528897,1,0.00388451165456415,TRUE
150005012484,"06101051100",516191.885722957,343741900.528897,1,0.00150168450494025,TRUE
150005012494,"06101051100",2061492.90898659,343741900.528897,1,0.00599721158757396,TRUE
150005012503,"06077005001",163348.527335574,5820501.4478872,1,0.0280643392666569,TRUE
150005012507,"06077004202",101752.556206944,1470094.54103488,1,0.0692149745249139,TRUE
150005012510,"06103000900",1040704.14551234,274312531.463301,1,0.00379386293422607,TRUE
150005012535,"06099003100",181698.491838203,159185686.759297,1,0.00114142480732547,TRUE
150005012536,"06099003100",412372.448297122,159185686.759297,1,0.0025905121037714,TRUE
150005012576,"06077004800",1677440.61749559,364375633.42096,1,0.00460360261125818,TRUE
150005200001,"06071010300",69708.5765618014,18012080314.4874,1,3.87010136223598e-06,TRUE
150005200002,"06025012400",172382.867512316,5988816794.18679,1,2.87841277227989e-05,TRUE
150005200006,"06025012400",117711.525613728,5988816794.18679,1,1.96552223350676e-05,TRUE
150005200007,"06071002706",90946.258148113,41443605.4800495,1,0.00219445815813235,TRUE
150005200008,"06111007609",153347.943530049,1537845.45727694,0.265646264803663,0.0997160948809392,TRUE
150005200008,"06111007610",67058.417496484,2035096.51486938,0.116166006022082,0.03295097652938,TRUE
150005200008,"06111007607",322271.493891343,7888018.29967053,0.55827431809124,0.0408558248279931,TRUE
150005200008,"06111007613",34585.8368693468,9088920.58279354,0.059913411083015,0.00380527440572229,TRUE
150005200009,"06111009700",440632.931529965,2536433738.54063,0.944694804986916,0.00017372144394495,TRUE
150005200009,"06111000302",25795.9396821167,103627435.367277,0.0553051950130837,0.000248929635194488,TRUE
150005200010,"06111009700",704726.425969757,2536433738.54063,1,0.000277841449300083,TRUE
150005200012,"06025940000",129752.277566309,117124589.890342,1,0.00110781414635296,TRUE
150005200013,"06025940000",347997.088302242,117124589.890342,1,0.0029711701755204,TRUE
150005200014,"06065043517",13211234.3416998,40427775.6701842,0.574673121409465,0.326786080181088,TRUE
150005200014,"06065051302",6081959.91604785,30396366.7208146,0.264558087370416,0.20008838463852,TRUE
150005200014,"06065051301",1792235.17676233,3796925.08415395,0.0779601176310168,0.472022791348194,TRUE
150005200014,"06065043509",1903699.25363443,8238931.23507357,0.0828086735891025,0.23106143252298,TRUE
150005200015,"06065045125",221284.214180753,86829571.4697869,0.0110262555799899,0.00254848907388367,TRUE
150005200015,"06065045613",699727.133598345,8458888.45688229,0.0348663380253905,0.0827209316170892,TRUE
150005200015,"06065045614",3509995.91227307,9505959.58119213,0.174897753808273,0.369241619669594,TRUE
150005200015,"06065045619",4912810.51675189,74832855.4068213,0.244797870351115,0.0656504484566824,TRUE
150005200015,"06065045617",10725027.2246064,41727652.0678155,0.534411782235232,0.25702445963593,TRUE
150005200017,"06065043517",30657.4873525957,40427775.6701842,0.0673844678940302,0.000758327334224471,TRUE
150005200017,"06065051302",424306.220319744,30396366.7208146,0.93261553210597,0.0139591097915394,TRUE
150005200018,"06065941500",222132.738393405,40963013.6044756,1,0.00542276358224618,TRUE
150005200019,"06025940000",73765.254325107,117124589.890342,1,0.00062980160181709,TRUE
150005200020,"06065047202",36133.2267976768,41287359.1903185,0.136936932038358,0.000875164396713214,TRUE
150005200020,"06065044523",227734.425703515,28540723.1660741,0.863063067961642,0.00797928014571893,TRUE
150005200021,"06025012302",149357.653829033,514320823.433963,1,0.00029039783540518,TRUE
150005200022,"06065045228",2091598.72714892,107451849.193031,0.852404490267388,0.0194654512030918,TRUE
150005200022,"06065046900",362164.42289363,9867123776.88034,0.147595509732612,3.67041532145586e-05,TRUE
150005200023,"06025010102",1758732.3959422,423058579.643472,1,0.00415718408884263,TRUE
150005200024,"06025010102",700656.5526303,423058579.643472,1,0.00165616911308304,TRUE
150005200026,"06065047202",78157.8316659246,41287359.1903185,0.193341759299002,0.00189302084702603,TRUE
150005200026,"06065044523",326089.196753083,28540723.1660741,0.806658240700998,0.0114254006408885,TRUE
150005200027,"06025010102",375363.583746139,423058579.643472,1,0.000887261485306534,TRUE
150005200028,"06025940000",77651.5231251662,117124589.890342,1,0.000662982241371071,TRUE
150005200029,"06025940000",1207971.64177819,117124589.890342,1,0.0103135613359172,TRUE
150005200030,"06073018700",30714.2270868742,559386299.336106,1,5.49070063448579e-05,TRUE
150005200031,"06111001303",91004.4072128294,2754605.50192573,1,0.0330371834185363,TRUE
150005200033,"06111000303",172636.029327619,37419564.8497684,1,0.00461352316684375,TRUE
150005200034,"06111005602",437553.815030139,101202620.596367,1,0.00432354233963233,TRUE
150005200036,"06065045124",16293.1013685336,61722369.4436139,1,0.000263974009996782,TRUE
150005200037,"06065048800",1469.82756055406,4680780.66121514,0.00307528718717912,0.000314013338145284,TRUE
150005200037,"06065048300",1239.17497442477,2010160.57916901,0.00259269796253174,0.000616455713670913,TRUE
150005200037,"06065042625",475239.062504856,18340516.2404221,0.994332014850289,0.0259119785002255,TRUE
150005200038,"06065048800",0.327310498335917,4680780.66121514,6.69532804814271e-07,6.9926476377756e-08,TRUE
150005200038,"06065042625",488863.692469255,18340516.2404221,0.999999330467195,0.0266548490817183,TRUE
150005200039,"06065043517",392198.955178388,40427775.6701842,0.214085727788642,0.00970122517691809,TRUE
150005200039,"06065042744",1439772.56029596,36758317.6512103,0.785914272211358,0.0391686195749646,TRUE
150005200040,"06111000304",242511.129916779,44904128.2928013,1,0.00540064219341848,TRUE
150005200043,"06065042626",2750149.25500311,16948288.2812403,1,0.162267080271887,TRUE
150005200045,"06065042719",2497731.29770866,27541269.7421128,0.999998439162061,0.0906904917999997,TRUE
150005200045,"06065042626",3.89855985564427,16948288.2812403,1.56083793889301e-06,2.30026760871155e-07,TRUE
150005200046,"06111000302",37004.0830815334,103627435.367277,1,0.000357087705108046,TRUE
150005200047,"06111000302",240781.398972137,103627435.367277,1,0.00232352946030901,TRUE
150005200048,"06111001002",34978.7627025572,8269514.28453339,1,0.00422984488556705,TRUE
150005200050,"06071010300",167324.625350421,18012080314.4874,1,9.2895780181393e-06,TRUE
150005200051,"06111005602",3415137.68043746,101202620.596367,0.643332031306292,0.0337455459187987,TRUE
150005200051,"06111005700",1893377.22982278,4100828.93198827,0.356667968693708,0.461705977309516,TRUE
150005200052,"06111005602",2380483.51187563,101202620.596367,1,0.0235219552403674,TRUE
150005200053,"06111005602",1111963.81961582,101202620.596367,1,0.0109875002550649,TRUE
150005200054,"06111009500",129992.738692703,162175388.468821,1,0.00080155651187291,TRUE
150005200055,"06111007609",14622.8208541305,1537845.45727694,0.0165473311798148,0.00950864131693903,TRUE
150005200055,"06111007610",9729.78330176868,2035096.51486938,0.0110103206630423,0.00478099354535682,TRUE
150005200055,"06111007611",23182.0916587719,2287108.29204405,0.0262330881260961,0.0101359833897736,TRUE
150005200055,"06111007607",22336.9053850562,7888018.29967053,0.0252766668364338,0.00283175121259406,TRUE
150005200055,"06111007612",792584.397152867,3290909.40911548,0.89689647698431,0.240840539383275,TRUE
150005200055,"06111007613",21240.6349732739,9088920.58279354,0.0240361162103027,0.00233698102869168,TRUE
150005200056,"06073018700",1181502.38326806,559386299.336106,1,0.00211214036645212,TRUE
150005200057,"06111005305",59034.7047855545,50612246.3310903,1,0.00116641147281563,TRUE
150005200058,"06071008602",69889.1116407491,38153615.0705923,1,0.00183178216563331,TRUE
150005200059,"06085504602",6273044.52384617,63797715.9358457,1,0.0983271020259451,TRUE
150005200061,"06001440332",399274.091179246,2296693.63407515,1,0.173847345268595,TRUE
150005200062,"06001440332",116040.11013311,2296693.63407515,1,0.050524853820931,TRUE
150005200063,"06001440331",136640.219511969,1760758.48485072,0.293605607659108,0.0776030447603117,TRUE
150005200063,"06001440304",328746.734781546,977471.844771631,0.706394392340892,0.336323482399999,TRUE
150005200064,"06019008404",221193.323202906,1610922.35117663,1,0.137308494752304,TRUE
150005200065,"06019008404",16679.627500137,1610922.35117663,1,0.0103540853399632,TRUE
150005200066,"06047002401",19063.4782907666,231750257.091336,0.0499469543577884,8.22587147476321e-05,TRUE
150005200066,"06019008402",362611.010892457,454587049.763679,0.950053045642212,0.000797671229483909,TRUE
150005200067,"06019008403",2277636.09791885,4886663.2816747,0.687904589757637,0.466092293786669,TRUE
150005200067,"06019008405",650942.208686224,156914079.334407,0.196601262787933,0.00414839899292255,TRUE
150005200067,"06019008404",382398.436145413,1610922.35117663,0.11549414745443,0.237378565060014,TRUE
150005200069,"06001440331",124617.673051532,1760758.48485072,0.522414019964914,0.0707749950511228,TRUE
150005200069,"06001437101",3881.43350654465,56445648.0441501,0.0162714904854788,6.87640879507436e-05,TRUE
150005200069,"06001440332",110042.870282249,2296693.63407515,0.461314489549607,0.0479136044309897,TRUE
150005200070,"06085504506",214.512869088069,1800601.06755773,0.000185717368951063,0.000119134034158397,TRUE
150005200070,"06085504507",72117.7646132367,1769936.16263049,0.062436913717767,0.0407459693382696,TRUE
150005200070,"06085504413",182370.102954224,632449.078341782,0.157889341744284,0.288355393658538,TRUE
150005200070,"06085504414",875981.919388112,1753098.9249279,0.758392995297041,0.499676262949132,TRUE
150005200070,"06085504421",24365.8190718291,1594920.50903988,0.0210950318719569,0.0152771369693509,TRUE
150005200071,"06065051200",466794.213007746,63852044.9191348,1,0.00731056011751723,TRUE
150005200072,"06037980002",72561.7433229232,6984811.92148914,0.0107174083722976,0.0103885035328844,TRUE
150005200072,"06037572700",423904.976710937,1074752.42073849,0.062610992217233,0.394421048542196,TRUE
150005200072,"06037980014",2764979.09308851,7455372.25723431,0.408388893712438,0.370870695343953,TRUE
150005200072,"06037980011",1183638.11392012,1377148.04662739,0.174823983699555,0.85948501820035,TRUE
150005200072,"06037578000",1525429.04137525,1847574.92087789,0.225306686839429,0.825638529803395,TRUE
150005200072,"06037980033",799943.171938108,28647769.4567589,0.118152035159047,0.0279234016158063,TRUE
150005200073,"06037980002",429330.158150375,6984811.92148914,0.551218280734357,0.0614662446141919,TRUE
150005200073,"06037980014",349544.877667382,7455372.25723431,0.448781719265643,0.0468849663849048,TRUE
150005200074,"06037980002",193225.237798452,6984811.92148914,1,0.0276636278786527,TRUE
150005200075,"06037543903",35468.4943043273,1356951.73381829,0.257569512045163,0.0261383610193145,TRUE
150005200075,"06037980002",6836.15288392237,6984811.92148914,0.0496436230833513,0.000978716815966166,TRUE
150005200075,"06037543905",95399.9049642899,2744873.27117863,0.692786864871486,0.0347556683093518,TRUE
150005200076,"06065045618",6241.23957860305,76181173.8261945,0.0001615545451444,8.1926272137028e-05,TRUE
150005200076,"06065045611",220383.919318617,1972064.06364068,0.00570463982262773,0.111752920902458,TRUE
150005200076,"06065045616",9563198.18595943,46334029.5913486,0.247543474914038,0.20639685929119,TRUE
150005200076,"06065045612",13137331.7893562,378967702.347029,0.340059956826004,0.0346660987413805,TRUE
150005200076,"06065045610",14830509.0647137,42589654.3498481,0.383887866510324,0.348218582449392,TRUE
150005200076,"06065045615",874734.36977074,44756964.0958113,0.0226425073818614,0.019544095258521,TRUE
150005200077,"06065045212",1989262.25517924,2683759.45490032,0.545464389206228,0.741222262504569,TRUE
150005200077,"06065045213",573659.318326031,2999784.19292122,0.157299887869724,0.191233529291784,TRUE
150005200077,"06065045214",15171.4246327755,5517278.95568182,0.00416007082482925,0.00274980198656651,TRUE
150005200077,"06065045216",146121.593036451,3729400.25968373,0.0400671783159568,0.0391809896663769,TRUE
150005200077,"06065049400",8478.44505729279,9263493.64395885,0.00232482662482231,0.000915253508358801,TRUE
150005200077,"06065045234",39927.0010464058,2449931.25140147,0.0109481578821048,0.0162971924308349,TRUE
150005200077,"06065045217",874294.948453612,2901634.57525787,0.239735489276334,0.301311183671677,TRUE
150005200078,"06065045125",511241.679527819,86829571.4697869,0.999741586463498,0.00588787518899261,TRUE
150005200078,"06065045114",132.145918708186,3058415.59288773,0.000258413536501984,4.32073126410576e-05,TRUE
150005212611,"06037920047",41958.8232079289,516239.410093284,1,0.0812778381262039,TRUE
150005212612,"06037554511",1620.37189964794,2369390.8627773,0.0387956213940524,0.000683876993493849,TRUE
150005212612,"06037980034",40146.5038822759,6462615.91574152,0.961204378605948,0.00621211354747043,TRUE
150005212614,"06059042312",247258.115310517,4101719.62851036,1,0.0602815739993216,TRUE
150005212615,"06059032064",21213.1664702643,97791779.7586591,0.375111554128538,0.000216921775251625,TRUE
150005212615,"06059042312",35338.4546056231,4101719.62851036,0.624888445871462,0.00861552173385804,TRUE
150005212616,"06059042312",90190.4376413768,4101719.62851036,1,0.0219884452887707,TRUE
150005212617,"06071010433",13919.6871442426,5245251.10627754,1,0.0026537694501572,TRUE
150005212618,"06071007905",709866.137013419,3152237.8315798,1,0.225194346029931,TRUE
150005212619,"06071002041",147395.760410651,7285110.13290762,1,0.0202324683802443,TRUE
150005212620,"06071001803",149193.208866783,9198255.00338969,1,0.0162197295912978,TRUE
150005212801,"06059062610",175531.157200293,11840498.4311122,1,0.0148246425791557,TRUE
150005212802,"06071007904",57306.9944693137,17416616.8493683,1,0.00329036316093687,TRUE
150005212803,"06073019803",93497.6254545949,3800487.10288393,1,0.0246014847369554,TRUE
150005212804,"06083002906",1589.95891970004,4378220.82761206,0.0102109145208167,0.000363151833199611,TRUE
150005212804,"06083002933",4520.01638885239,2748767.05124365,0.0290281090960322,0.00164437957258232,TRUE
150005212804,"06083980000",149601.730676121,4699361.22175125,0.960760976383151,0.0318344820959243,TRUE
150005212805,"06111004902",1724.0885182251,10180380.5103062,0.00134748091747033,0.00016935403509522,TRUE
150005212805,"06111005602",1277766.02957694,101202620.596367,0.99865251908253,0.0126258195889327,TRUE
150005212806,"06083003001",17890.6417954931,4077268.61064427,1,0.00438789873906937,TRUE
150005212807,"06059052430",173939.021168713,46038809.9742392,1,0.00377809550824706,TRUE
150005212808,"06065044917",397030.376516709,9295469.23177464,1,0.0427122468610345,TRUE
150005212809,"06077005223",1218350.29646154,25458347.9825456,1,0.0478566125852649,TRUE
150005212810,"06029000507",3152459.16424916,17504012.9904489,1,0.180099224444663,TRUE
150005212811,"06077003215",1233770.5086908,10686113.7852175,1,0.115455490507459,TRUE
150005212812,"06019008403",205244.46868158,4886663.2816747,1,0.0420009435582068,TRUE
150005212820,"06085503703",5228.98592428733,654733.307736252,0.00147791338932695,0.00798643640471968,TRUE
150005212820,"06085503712",293101.471719317,663868.39861292,0.0828417968144464,0.441505383192995,TRUE
150005212820,"06085503322",14144.0276715341,1443270.45491389,0.00399764852639569,0.00979998421181427,TRUE
150005212820,"06085503709",451435.264642894,884563.599689317,0.127593042262973,0.51034800075591,TRUE
150005212820,"06085504001",262750.321058345,1136840.98960792,0.0742633893387288,0.231123194413463,TRUE
150005212820,"06085504002",585807.532463,1025894.18525122,0.165571835214616,0.571021398585615,TRUE
150005212820,"06085503321",6881.38792395498,1999603.5221038,0.00194494601768352,0.00344137617677079,TRUE
150005212820,"06085503510",116294.397648102,1032462.74821922,0.0328692885917966,0.112637863059646,TRUE
150005212820,"06085504319",108998.05268544,2087460.37838455,0.0308070596874538,0.0522156270912274,TRUE
150005212820,"06085503511",196844.438426734,828787.791895862,0.0556358413232991,0.237508853715678,TRUE
150005212820,"06085503601",496696.681758115,1371689.97164197,0.140385666940695,0.362105644880925,TRUE
150005212820,"06085503710",322080.321262511,600993.763904663,0.0910323389897948,0.535912917248845,TRUE
150005212820,"06085503711",155956.850820425,965384.557458835,0.0440794298019046,0.161548938830083,TRUE
150005212820,"06085503713",104611.107620264,487444.228201913,0.029567139568344,0.21461143976646,TRUE
150005212820,"06085503707",417256.005716418,753769.869234712,0.117932663532542,0.553558881492636,TRUE
150005212821,"06085503602",982204.033568699,1222704.83871754,0.153069538501951,0.803304282821765,TRUE
150005212821,"06085503703",551054.470310523,654733.307736252,0.0858779342957864,0.841647223074386,TRUE
150005212821,"06085503507",23353.8368921951,388365.163454384,0.00363952998884535,0.0601337068558626,TRUE
150005212821,"06085503709",94.0622860796213,884563.599689317,1.46589407379369e-05,0.000106337504858507,TRUE
150005212821,"06085504001",176874.524255269,1136840.98960792,0.0275646412305357,0.155584224946244,TRUE
150005212821,"06085504002",362248.988400331,1025894.18525122,0.0564539378603143,0.353105606414589,TRUE
150005212821,"06085503306",120781.85856045,1666816.45161105,0.0188229967678737,0.0724626028521073,TRUE
150005212821,"06085503321",30289.3180775219,1999603.5221038,0.00472037558512104,0.0151476618953213,TRUE
150005212821,"06085503510",544440.342996618,1032462.74821922,0.0848471694231824,0.527322020998492,TRUE
150005212821,"06085503511",476781.023553262,828787.791895862,0.0743029439378506,0.575275152717464,TRUE
150005212821,"06085503601",678324.877927707,1371689.97164197,0.105712125454761,0.494517632957338,TRUE
150005212821,"06085503710",264765.223538096,600993.763904663,0.0412617838995136,0.44054570852435,TRUE
150005212821,"06085503711",754688.02084951,965384.557458835,0.11761278015186,0.781748594400621,TRUE
150005212821,"06085503506",662786.979597319,999405.917351102,0.103290654105187,0.663180963901052,TRUE
150005212821,"06085501401",525245.751013501,998144.421651746,0.0818558282800251,0.526222197529607,TRUE
150005212821,"06085503707",253701.532243064,753769.869234712,0.0395375860111121,0.336576908414556,TRUE
150005212821,"06085501402",9082.96393564301,522385.074754563,0.00141551556534256,0.0173874874581946,TRUE
150005212840,"06061021401",54459.534006098,3012964.91635003,1,0.0180750641039894,TRUE
150005212841,"06055201602",251333.613519212,6400866.11817809,1,0.039265563265796,TRUE
150005212845,NA,NA,NA,NA,NA,FALSE
150005212847,NA,NA,NA,NA,NA,FALSE
150005212848,NA,NA,NA,NA,NA,FALSE
1905000001,"06041112202",414419.524164249,6654525.01087169,1,0.0622763493242868,TRUE
1905000003,"06041101100",450092.028304675,34482827.9358823,1,0.0130526425831889,TRUE
1905000009,"06041104300",92769.6095551752,13186184.1277885,1,0.00703536433710745,TRUE
1905000010,"06041105002",592522.027790523,8102259.79247793,1,0.0731304651994269,TRUE
1905000011,"06041106001",82806.1947662093,13864038.2375499,1,0.0059727327166434,TRUE
1905000020,"06041101100",220701.211793328,34482827.9358823,1,0.00640032227645892,TRUE
1905000025,"06041101100",4478038.48791247,34482827.9358823,1,0.129862855106866,TRUE
1905000030,"06041104300",135947.091010242,13186184.1277885,0.0326321357557384,0.0103098128839069,TRUE
1905000030,"06041101100",4030102.35263783,34482827.9358823,0.967367864244262,0.116872733295872,TRUE
1905000032,"06041104300",681887.141463046,13186184.1277885,1,0.0517122417565854,TRUE
1905000045,"06041112100",724863.631701464,2942517.98017767,0.251195842228141,0.246341275256268,TRUE
1905000045,"06041112204",155683.033203002,270140.219151054,0.0539507418164496,0.576304534334998,TRUE
1905000045,"06041112203",108378.736366388,108378.736402445,0.0375578064211514,0.9999999996673,TRUE
1905000045,"06041112202",1896725.99037571,6654525.01087169,0.657295609534258,0.285028005346283,TRUE
1905000046,"06041106001",1462848.59264134,13864038.2375499,1,0.10551388906872,TRUE
1905000047,"06041106002",641607.862226357,13235700.0392865,1,0.0484755517518472,TRUE
1905000051,"06041106001",42881.2286450573,13864038.2375499,1,0.00309298257191157,TRUE
1905000056,"06041104300",101996.208464085,13186184.1277885,0.0396113337031325,0.00773508146675575,TRUE
1905000056,"06041101100",2472928.66603009,34482827.9358823,0.960388666296867,0.0717147871580682,TRUE
