"id","name","location","counties","isFederal","authorizations","sponsors","sponsorRoleIds","femaAccreditationRatingDescription","ripStatusName","lsacRatingName","riskAssessmentDate","peopleAtRisk","structuresAtRisk","financialRisk","lastEditedDate","peopleBreakdownAm","peopleBreakdownPm","structureBreakdown","buildingBreakdown","speciesBreakdown","accredited","calculatedLengthMiles","leveeLengthInMiles"
150005000020,"Sonoma County Levee 49","Sonoma, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",1.35061016324618,1.34981168469651
150005000021,"Sonoma County Levee 50","Napa, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,10,7,2580332,"12/14/2023",10,5,NA,"Residential - 7",NA,"Non-Accredited Levee System",4.8139006760735,4.8164444726602
150005000022,"Sonoma County Levee 112","Novato, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.428584026501025,0.428500253932168
150005000023,"Sonoma County Levee 52","Temelec, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,1,0,"12/14/2023",0,0,NA,"Commercial - 1",NA,"Non-Accredited Levee System",6.31372293042787,6.31419512700958
150005000024,"Sonoma County Levee 53","Napa, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.239112534660231,0.239141124495138
150005000025,"Sonoma County Levee 54","Vallejo, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",2.65183754064232,2.65020017112804
150005000028,"Sonoma County Levee 41","Temelec, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",6.77507600983083,6.77633578962453
150005000029,"Sonoma County Levee 57","Geyserville, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.948279675075914,0.948499317157745
150005000031,"Napa County Levee 13","Napa, Napa County, California","Napa County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,5,1,249975,"12/14/2023",5,3,NA,"Residential - 1",NA,"Non-Accredited Levee System",0.564806241346613,0.564591333654947
150005000034,"Sonoma County Levee 60","Sonoma, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",1.34867035399124,1.34830528307375
150005000035,"Sonoma County Levee 61","Sonoma, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.551861214598528,0.552331280517337
150005000037,"Sonoma County Levee 62","Vallejo, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,NA,NA,NA,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",7.91091312036373,7.90947523604193
150005000040,"Sonoma County Levee 65","Novato, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,32,47,47534121,"02/16/2024",32,31,NA,"Commercial - 2; Residential - 45",NA,"Non-Accredited Levee System",5.60532623605766,5.61689987717118
150005000042,"Sonoma County Levee 67","Vallejo, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,NA,NA,NA,"12/14/2023",NA,NA,"Broadcast Communications - 1",NA,NA,"Non-Accredited Levee System",9.60735937579896,9.56125777661466
150005000046,"Sonoma County Levee 71","Temelec, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","City of Fillmore","1","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",1.73526995114149,1.73585175039312
150005000051,"Napa County Levee 14","Oakville, Napa County, California","Napa County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.640921587731855,0.640409570868762
150005000052,"Napa County Levee 15","Rutherford, Napa County, California","Napa County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.839310545664762,0.838606046220315
150005000053,"Sonoma County Levee 76","Santa Rosa, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,"California tiger Salamander","Non-Accredited Levee System",0.162515951638599,0.162743239517695
150005000055,"Sonoma County Levee 78","Novato, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.216553652764731,0.216639241703605
150005000057,"Sonoma County Levee 80","Geyserville, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,18,7,3469054,"12/14/2023",18,7,NA,"Residential - 7",NA,"Non-Accredited Levee System",1.11208696896112,1.11130851561436
150005000058,"Sonoma County Levee 81","Geyserville, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,2,8,4550584,"12/14/2023",2,2,NA,"Residential - 8",NA,"Non-Accredited Levee System",0.191477698809895,0.19133209269261
150005000059,"Napa County Levee 16","Yountville, Napa County, California","Napa County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,18,13,9341435,"12/14/2023",18,10,NA,"Residential - 13",NA,"Non-Accredited Levee System",2.11130956848381,2.11165330067073
150005000076,"Del Norte County Levee 1","Smith River, Del Norte County, California","Del Norte County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,56,55,86163254,"02/16/2024",56,49,NA,"Commercial - 10; Residential - 45","Tidewater goby","Non-Accredited Levee System",3.64346238651852,3.6437696611557
150005000077,"Marin County Levee 57 WWTP","Mill Valley, Marin County, California","Marin County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,25,4,4482027,"02/16/2024",7,25,NA,"Commercial - 1; Public - 1; Residential - 2",NA,"Non-Accredited Levee System",0.318096177582245,0.317868224289536
150005000080,"Sonoma County Levee 99","Napa, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.757447354843306,0.756954036277744
150005000084,"Sonoma County Levee 103","Healdsburg, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.426553205615714,0.42668590825634
150005000087,"Sonoma County Levee 106","Cloverdale, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,4,1,488258,"12/14/2023",4,4,NA,"Residential - 1",NA,"Non-Accredited Levee System",0.264527390271977,0.26449476894838
150005000089,"Sonoma County Levee 108","Napa, Sonoma County, California","Sonoma County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.570986349321734,0.57054241301536
150005000094,"Monterey County Levee 53","Soledad, Monterey County, California","Monterey County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.662532736429728,0.663131072470181
150005000096,"Santa Clara County Levee 96","Palo Alto, Santa Clara County, California","Santa Clara County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,295,9,47687697,"12/14/2023",15,295,"Schools - 1","Commercial - 2; Industrial - 4; Public - 2; Residential - 1",NA,"Non-Accredited Levee System",0.500979442341856,0.50025855559717
150005000097,"Monterey County Levee 54","Chualar, Monterey County, California","Monterey County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.456867609878124,0.45710635827648
150005000100,"Del Norte County Levee 2","Klamath, Del Norte County, California","Del Norte County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,17,1,387748,"12/14/2023",17,10,NA,"Residential - 1",NA,"Non-Accredited Levee System",0.111957715030906,0.111873512327368
150005000103,"Modoc County Levee 7","Newell, Modoc County, California","Modoc County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,11,8,3028674,"12/14/2023",11,9,NA,"Commercial - 1; Residential - 7",NA,"Non-Accredited Levee System",1.44602359458756,1.44358561086964
150005000104,"Modoc County Levee 8","Newell, Modoc County, California","Siskiyou County, CA, Modoc County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,NA,NA,NA,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",2.72695574272468,2.7236884808254
150005000107,"California Redwood Company Levee 1","Eureka, Humboldt County, California","Humboldt County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,9,105561981,"12/14/2023",0,0,NA,"Commercial - 1; Industrial - 8",NA,"Non-Accredited Levee System",1.84805586629727,1.84787714787048
150005000520,"Interceptor East","Yuba City, Sutter County, California","",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Sutter Maintenance Yard - DWR","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,1741,704,455914327,"02/16/2024",1741,1081,NA,"Commercial - 110; Industrial - 24; Residential - 570",NA,"Non-Accredited Levee System",3.01321863709191,2.03605728025455
150005001131,"LSJLD-Units 1, 5, 7, and 22","Stevinson, Merced County, California","Merced County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,1828,925,1865249913,"02/16/2024",1828,1355,NA,"Commercial - 515; Industrial - 2; Public - 4; Residential - 404","Colusa grass; Conservancy fairy shrimp; Hoover's spurge; Vernal pool fairy shrimp; Vernal pool tadpole shrimp","Non-Accredited Levee System",23.6501734425,23.657971934744
150005001132,"LSJLD-Units 2 and 25","Stevinson, Merced County, California","Merced County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,8,3,5293167,"12/14/2023",8,7,NA,"Commercial - 1; Residential - 2","Conservancy fairy shrimp; Longhorn fairy shrimp; Vernal pool fairy shrimp; Vernal pool tadpole shrimp","Non-Accredited Levee System",16.2387545123302,16.232781541069
150005001133,"LSJLD-Units 1, 6, and 11","Stevinson, Merced County, California","Merced County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,4,4461095,"12/14/2023",0,0,NA,"Commercial - 4","Conservancy fairy shrimp; Hoover's spurge; Vernal pool fairy shrimp; Vernal pool tadpole shrimp","Non-Accredited Levee System",20.7274398596535,20.8156897064173
150005001134,"LSJLD-Units 5, 8, 9, and 22","McSwain, Merced County, California","Merced County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,"Conservancy fairy shrimp; Hoover's spurge; Vernal pool fairy shrimp; Vernal pool tadpole shrimp","Non-Accredited Levee System",11.233934192439,11.3459239849301
150005001135,"LSJLD-Units 5, 10, and 22","McSwain, Merced County, California","Merced County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",2.9330254749006,2.93267627402439
150005001136,"LSJLD-Units 1, 4, 6, and 12","Dos Palos Y, Merced County, California","Merced County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,57,51,53374949,"02/16/2024",57,38,NA,"Commercial - 39; Residential - 12",NA,"Non-Accredited Levee System",17.7099907835455,17.728379522099
150005001138,"LSJLD-Units 3, 6, 18 - Eastside-Chowchilla Bypass","Firebaugh, Madera County, California","Merced County, CA, Madera County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,676,274,515837874,"02/16/2024",676,516,"Airports - 1; EMS - 1; Electric Substations - 2; Fire Stations EMS - 1; Law Enforcement - 1; Schools - 7","Commercial - 71; Industrial - 6; Residential - 197","California red-legged frog; California tiger Salamander; Conservancy fairy shrimp; Fleshy owl's-clover; Greene's tuctoria; Hairy Orcutt grass; Hoover's spurge; San Joaquin Valley Orcutt grass; Tidewater goby; Vernal pool fairy shrimp; Vernal pool tadpole shrimp; Western snowy plover","Non-Accredited Levee System",34.4910026690968,34.4776122350722
150005002132,"LSJLD-Unit 24","Mendota, Madera County, California","Fresno County, CA, Madera County, CA",0,"Locally Constructed, Locally Operated and Maintained","CA Department of Water Resources, Central Valley Flood Protection Board, Lower San Joaquin Levee District","1;2;3;7","Non-Accredited Levee System","Not Enrolled","Not Screened",NA,427,112,176748036,"02/16/2024",427,323,NA,"Commercial - 32; Industrial - 1; Residential - 79","Fresno kangaroo rat","Non-Accredited Levee System",8.39235605505965,8.37854207118005
150005010189,"Kern County Levee System 0189","Buttonwillow, Kern County, California","Kern County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,46,41,152299255,"02/16/2024",46,46,NA,"Commercial - 19; Residential - 22",NA,"Non-Accredited Levee System",11.9015444027281,11.9024596367779
150005011023,"Solano County Levee System 1023","Benicia, Solano County, California","Solano County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,1,4839015,"12/14/2023",0,0,NA,"Industrial - 1",NA,"Non-Accredited Levee System",0.867435079057076,0.866974930902792
150005011709,"Solano County Levee System 1709","Benicia, Solano County, California","Solano County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.613874166793463,0.613755264528123
150005011767,"Solano County Levee System 1767","Pittsburg, Solano County, California","Solano County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,12,4,1772770,"12/14/2023",12,9,NA,"Residential - 4",NA,"Non-Accredited Levee System",0.986773838596329,0.986429874557894
150005011786,"Solano County Levee System 1786","Fairfield, Solano County, California","Solano County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.467540008060337,0.46713607383389
150005011886,"San Joaquin County Levee System 1886","Lodi, San Joaquin County, California","San Joaquin County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.642528144121484,0.641577469456188
150005011951,"San Joaquin County Levee System 1951","Lodi, San Joaquin County, California","San Joaquin County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",1.61064122788494,1.6121362360795
150005012143,"Tehama County Levee System 2143","Red Bluff, Tehama County, California","Tehama County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",1.03055019122242,1.030278101878
150005012205,"Glenn County Levee System 2205","Durham, Glenn County, California","Glenn County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",2.49519252186881,2.49486688560517
150005012235,"Yuba County Levee System 2235","Honcut, Yuba County, California","Yuba County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.522732858072378,0.523062086392766
150005012267,"Stanislaus County Levee System 2267","Ripon, Stanislaus County, California","Stanislaus County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,2,1,372865,"12/14/2023",2,2,NA,"Residential - 1",NA,"Non-Accredited Levee System",0.462731131367637,0.463075607023468
150005012291,"Sutter County Levee System 2291","Roseville, Sutter County, California","Sutter County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,195,17,18540767,"02/16/2024",29,195,NA,"Commercial - 5; Public - 1; Residential - 11",NA,"Non-Accredited Levee System",3.98834303130578,3.98678066669427
150005012306,"Sutter County Levee System 2306","East Nicolaus, Sutter County, California","Sutter County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.265387817107501,0.26537386664396
150005012353,"Sutter County Levee System 2353","East Nicolaus, Sutter County, California","Sutter County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,3,1,355388,"12/14/2023",3,3,NA,"Residential - 1",NA,"Non-Accredited Levee System",2.92201009606182,2.9208947091687
150005012376,"Sutter County Levee System 2376","Roseville, Sutter County, California","Sutter County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,2,4,3551599,"12/14/2023",2,2,NA,"Commercial - 3; Residential - 1",NA,"Non-Accredited Levee System",1.02266693124133,1.02258490705361
150005012395,"Butte County Levee System 2395","Durham, Butte County, California","Butte County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",0.713907578459485,0.714132689027538
150005012417,"Sutter County Levee System 2417","East Nicolaus, Sutter County, California","Sutter County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,0,0,0,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",1.63151660426045,1.63042390741552
150005012420,"Tehama County Levee System 2420","Las Flores, Tehama County, California","Tehama County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,7,3,1598244,"02/16/2024",7,5,NA,"Commercial - 1; Residential - 2",NA,"Non-Accredited Levee System",1.01052727786349,1.01028692537067
150005012432,"Butte County Levee System 2432","Nord, Butte County, California","Butte County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,8,1,339248,"12/14/2023",8,5,NA,"Residential - 1",NA,"Non-Accredited Levee System",0.453939968933191,0.453502416022905
150005012443,"Tehama County Levee System 2443","Tehama, Tehama County, California","Tehama County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,2,1,792907,"12/14/2023",2,2,NA,"Residential - 1",NA,"Non-Accredited Levee System",0.592414281951432,0.592317323396914
150005012455,"Sutter County Levee System 2455","East Nicolaus, Sutter County, California","Sutter County, CA",0,"Locally Constructed, Locally Operated and Maintained","Undefined",NA,"Non-Accredited Levee System","Not Enrolled","Not Screened",NA,NA,NA,NA,"12/14/2023",NA,NA,NA,NA,NA,"Non-Accredited Levee System",2.60631325776704,2.60515125364442
